,buying,maint,doors,persons,lug_boot,safety,rating
159,low,vhigh,2,more,med,high,good
159,vhigh,high,3,more,big,low,acc
159,med,low,5more,more,big,med,acc
159,low,vhigh,2,more,med,high,acc
160,med,low,3,more,med,med,good
160,med,low,2,4,big,high,good
160,low,low,4,more,small,med,good
160,vhigh,high,3,more,big,med,good
160,med,low,3,more,med,med,vgood
160,med,low,2,4,big,high,vgood
160,low,low,4,more,small,med,vgood
160,vhigh,high,3,more,big,med,vgood
160,med,low,3,more,med,med,acc
160,med,low,2,4,big,high,acc
160,low,low,4,more,small,med,acc
160,vhigh,high,3,more,big,med,acc
160,med,low,3,more,med,med,unacc
160,med,low,2,4,big,high,unacc
160,low,low,4,more,small,med,unacc
160,vhigh,high,3,more,big,med,unacc
161,med,vhigh,4,4,big,med,acc
161,med,med,4,4,big,high,acc
161,med,vhigh,4,4,big,med,vgood
161,med,med,4,4,big,high,vgood
162,low,med,4,more,small,high,good
162,low,med,4,4,med,high,good
162,low,high,3,4,med,high,good
162,low,med,4,more,small,high,vgood
162,low,med,4,4,med,high,vgood
162,low,high,3,4,med,high,vgood
162,low,med,4,more,small,high,acc
162,low,med,4,4,med,high,acc
162,low,high,3,4,med,high,acc
163,low,low,5more,4,med,med,good
163,low,high,3,4,big,high,good
163,vhigh,high,4,2,small,med,good
163,low,low,5more,4,med,med,vgood
163,low,high,3,4,big,high,vgood
163,vhigh,high,4,2,small,med,vgood
163,low,low,5more,4,med,med,unacc
163,low,high,3,4,big,high,unacc
163,vhigh,high,4,2,small,med,unacc
164,med,low,5more,more,med,med,good
164,vhigh,high,4,2,small,high,good
164,med,low,5more,more,med,med,unacc
164,vhigh,high,4,2,small,high,unacc
165,vhigh,high,4,2,med,low,unacc
165,high,high,4,4,med,high,unacc
165,low,low,3,more,med,high,unacc
165,vhigh,high,4,2,med,low,acc
165,high,high,4,4,med,high,acc
165,low,low,3,more,med,high,acc
165,vhigh,high,4,2,med,low,vgood
165,high,high,4,4,med,high,vgood
165,low,low,3,more,med,high,vgood
166,med,low,4,more,big,med,good
166,vhigh,high,4,2,med,med,good
166,med,low,4,more,big,med,unacc
166,vhigh,high,4,2,med,med,unacc
167,med,vhigh,5more,more,med,high,acc
167,low,low,3,more,med,med,acc
167,vhigh,high,4,2,med,high,acc
167,med,vhigh,5more,more,med,high,good
167,low,low,3,more,med,med,good
167,vhigh,high,4,2,med,high,good
167,med,vhigh,5more,more,med,high,unacc
167,low,low,3,more,med,med,unacc
167,vhigh,high,4,2,med,high,unacc
168,med,low,2,more,big,med,good
168,vhigh,med,5more,more,big,high,good
168,vhigh,high,4,2,big,low,good
168,med,med,5more,4,med,high,good
168,med,low,2,more,big,med,acc
168,vhigh,med,5more,more,big,high,acc
168,vhigh,high,4,2,big,low,acc
168,med,med,5more,4,med,high,acc
168,med,low,2,more,big,med,unacc
168,vhigh,med,5more,more,big,high,unacc
168,vhigh,high,4,2,big,low,unacc
168,med,med,5more,4,med,high,unacc
168,med,low,2,more,big,med,vgood
168,vhigh,med,5more,more,big,high,vgood
168,vhigh,high,4,2,big,low,vgood
168,med,med,5more,4,med,high,vgood
169,low,low,3,more,med,med,good
169,med,high,2,more,big,med,good
169,med,low,5more,more,med,high,good
169,vhigh,high,4,2,big,med,good
169,low,low,3,more,med,med,acc
169,med,high,2,more,big,med,acc
169,med,low,5more,more,med,high,acc
169,vhigh,high,4,2,big,med,acc
169,low,low,3,more,med,med,vgood
169,med,high,2,more,big,med,vgood
169,med,low,5more,more,med,high,vgood
169,vhigh,high,4,2,big,med,vgood
169,low,low,3,more,med,med,unacc
169,med,high,2,more,big,med,unacc
169,med,low,5more,more,med,high,unacc
169,vhigh,high,4,2,big,med,unacc
170,vhigh,high,4,2,big,high,unacc
170,low,low,4,more,small,med,unacc
170,med,low,2,more,big,med,unacc
170,vhigh,high,4,2,big,high,acc
170,low,low,4,more,small,med,acc
170,med,low,2,more,big,med,acc
170,vhigh,high,4,2,big,high,good
170,low,low,4,more,small,med,good
170,med,low,2,more,big,med,good
171,vhigh,high,4,4,small,low,unacc
171,med,low,4,4,big,med,unacc
171,med,low,2,4,big,high,unacc
171,med,vhigh,3,more,small,high,unacc
171,vhigh,high,4,4,small,low,good
171,med,low,4,4,big,med,good
171,med,low,2,4,big,high,good
171,med,vhigh,3,more,small,high,good
171,vhigh,high,4,4,small,low,vgood
171,med,low,4,4,big,med,vgood
171,med,low,2,4,big,high,vgood
171,med,vhigh,3,more,small,high,vgood
171,vhigh,high,4,4,small,low,acc
171,med,low,4,4,big,med,acc
171,med,low,2,4,big,high,acc
171,med,vhigh,3,more,small,high,acc
172,low,low,5more,more,med,high,vgood
172,vhigh,high,4,4,small,med,vgood
172,low,low,5more,more,med,high,unacc
172,vhigh,high,4,4,small,med,unacc
173,low,vhigh,4,4,med,med,acc
173,low,low,4,more,med,med,acc
173,vhigh,high,4,4,small,high,acc
173,med,med,3,4,big,high,acc
173,low,vhigh,4,4,med,med,good
173,low,low,4,more,med,med,good
173,vhigh,high,4,4,small,high,good
173,med,med,3,4,big,high,good
173,low,vhigh,4,4,med,med,unacc
173,low,low,4,more,med,med,unacc
173,vhigh,high,4,4,small,high,unacc
173,med,med,3,4,big,high,unacc
173,low,vhigh,4,4,med,med,vgood
173,low,low,4,more,med,med,vgood
173,vhigh,high,4,4,small,high,vgood
173,med,med,3,4,big,high,vgood
174,med,med,4,4,big,high,vgood
174,med,low,5more,more,big,med,vgood
174,vhigh,high,4,4,med,low,vgood
174,vhigh,low,2,more,med,high,vgood
174,med,med,4,4,big,high,good
174,med,low,5more,more,big,med,good
174,vhigh,high,4,4,med,low,good
174,vhigh,low,2,more,med,high,good
174,med,med,4,4,big,high,unacc
174,med,low,5more,more,big,med,unacc
174,vhigh,high,4,4,med,low,unacc
174,vhigh,low,2,more,med,high,unacc
174,med,med,4,4,big,high,acc
174,med,low,5more,more,big,med,acc
174,vhigh,high,4,4,med,low,acc
174,vhigh,low,2,more,med,high,acc
175,vhigh,low,3,more,med,med,acc
175,low,high,3,4,big,high,acc
175,low,med,4,4,small,high,acc
175,vhigh,low,3,more,med,med,vgood
175,low,high,3,4,big,high,vgood
175,low,med,4,4,small,high,vgood
175,vhigh,low,3,more,med,med,good
175,low,high,3,4,big,high,good
175,low,med,4,4,small,high,good
176,low,vhigh,3,4,big,high,acc
176,low,med,4,more,big,med,acc
176,low,high,5more,4,med,high,acc
176,vhigh,high,4,4,med,high,acc
176,low,vhigh,3,4,big,high,good
176,low,med,4,more,big,med,good
176,low,high,5more,4,med,high,good
176,vhigh,high,4,4,med,high,good
176,low,vhigh,3,4,big,high,vgood
176,low,med,4,more,big,med,vgood
176,low,high,5more,4,med,high,vgood
176,vhigh,high,4,4,med,high,vgood
176,low,vhigh,3,4,big,high,unacc
176,low,med,4,more,big,med,unacc
176,low,high,5more,4,med,high,unacc
176,vhigh,high,4,4,med,high,unacc
177,med,med,4,4,big,high,vgood
177,vhigh,high,4,4,big,low,vgood
177,med,med,4,4,big,high,unacc
177,vhigh,high,4,4,big,low,unacc
178,med,low,5more,more,med,high,vgood
178,vhigh,high,4,4,big,med,vgood
178,high,high,5more,more,med,high,vgood
178,low,low,3,more,med,med,vgood
178,med,low,5more,more,med,high,unacc
178,vhigh,high,4,4,big,med,unacc
178,high,high,5more,more,med,high,unacc
178,low,low,3,more,med,med,unacc
178,med,low,5more,more,med,high,acc
178,vhigh,high,4,4,big,med,acc
178,high,high,5more,more,med,high,acc
178,low,low,3,more,med,med,acc
178,med,low,5more,more,med,high,good
178,vhigh,high,4,4,big,med,good
178,high,high,5more,more,med,high,good
178,low,low,3,more,med,med,good
179,low,low,3,4,big,med,good
179,vhigh,high,4,4,big,high,good
179,high,high,2,4,med,high,good
179,med,med,2,more,big,high,good
179,low,low,3,4,big,med,unacc
179,vhigh,high,4,4,big,high,unacc
179,high,high,2,4,med,high,unacc
179,med,med,2,more,big,high,unacc
179,low,low,3,4,big,med,acc
179,vhigh,high,4,4,big,high,acc
179,high,high,2,4,med,high,acc
179,med,med,2,more,big,high,acc
179,low,low,3,4,big,med,vgood
179,vhigh,high,4,4,big,high,vgood
179,high,high,2,4,med,high,vgood
179,med,med,2,more,big,high,vgood
180,med,low,4,more,big,high,vgood
180,med,low,4,more,small,high,vgood
180,vhigh,low,4,more,med,high,vgood
180,vhigh,high,4,more,small,low,vgood
180,med,low,4,more,big,high,good
180,med,low,4,more,small,high,good
180,vhigh,low,4,more,med,high,good
180,vhigh,high,4,more,small,low,good
180,med,low,4,more,big,high,acc
180,med,low,4,more,small,high,acc
180,vhigh,low,4,more,med,high,acc
180,vhigh,high,4,more,small,low,acc
180,med,low,4,more,big,high,unacc
180,med,low,4,more,small,high,unacc
180,vhigh,low,4,more,med,high,unacc
180,vhigh,high,4,more,small,low,unacc
181,low,low,5more,4,small,med,acc
181,med,low,5more,4,big,med,acc
181,vhigh,high,4,more,small,med,acc
181,low,high,4,more,med,high,acc
181,low,low,5more,4,small,med,good
181,med,low,5more,4,big,med,good
181,vhigh,high,4,more,small,med,good
181,low,high,4,more,med,high,good
181,low,low,5more,4,small,med,unacc
181,med,low,5more,4,big,med,unacc
181,vhigh,high,4,more,small,med,unacc
181,low,high,4,more,med,high,unacc
181,low,low,5more,4,small,med,vgood
181,med,low,5more,4,big,med,vgood
181,vhigh,high,4,more,small,med,vgood
181,low,high,4,more,med,high,vgood
182,low,med,5more,4,small,high,good
182,low,med,3,more,small,med,good
182,low,med,5more,4,small,high,acc
182,low,med,3,more,small,med,acc
183,vhigh,high,4,more,med,low,unacc
183,high,high,2,4,big,med,unacc
183,med,med,2,4,big,high,unacc
183,low,med,5more,more,big,med,unacc
183,vhigh,high,4,more,med,low,acc
183,high,high,2,4,big,med,acc
183,med,med,2,4,big,high,acc
183,low,med,5more,more,big,med,acc
183,vhigh,high,4,more,med,low,vgood
183,high,high,2,4,big,med,vgood
183,med,med,2,4,big,high,vgood
183,low,med,5more,more,big,med,vgood
183,vhigh,high,4,more,med,low,good
183,high,high,2,4,big,med,good
183,med,med,2,4,big,high,good
183,low,med,5more,more,big,med,good
184,vhigh,high,4,more,med,med,unacc
184,high,low,2,more,med,high,unacc
184,low,low,5more,4,small,high,unacc
184,vhigh,high,4,more,med,med,acc
184,high,low,2,more,med,high,acc
184,low,low,5more,4,small,high,acc
184,vhigh,high,4,more,med,med,good
184,high,low,2,more,med,high,good
184,low,low,5more,4,small,high,good
185,vhigh,high,4,more,med,high,unacc
185,high,low,3,4,big,med,unacc
185,med,low,5more,more,med,high,unacc
185,vhigh,high,4,more,med,high,acc
185,high,low,3,4,big,med,acc
185,med,low,5more,more,med,high,acc
185,vhigh,high,4,more,med,high,vgood
185,high,low,3,4,big,med,vgood
185,med,low,5more,more,med,high,vgood
186,vhigh,high,4,more,big,low,unacc
186,low,vhigh,5more,more,med,med,unacc
186,vhigh,high,4,more,big,low,acc
186,low,vhigh,5more,more,med,med,acc
187,low,med,4,more,med,med,good
187,low,med,2,more,big,high,good
187,low,med,4,more,med,med,vgood
187,low,med,2,more,big,high,vgood
188,low,med,3,more,big,med,good
188,vhigh,high,4,more,big,high,good
188,vhigh,med,2,4,med,high,good
188,low,med,5more,more,big,high,good
188,low,med,3,more,big,med,unacc
188,vhigh,high,4,more,big,high,unacc
188,vhigh,med,2,4,med,high,unacc
188,low,med,5more,more,big,high,unacc
188,low,med,3,more,big,med,acc
188,vhigh,high,4,more,big,high,acc
188,vhigh,med,2,4,med,high,acc
188,low,med,5more,more,big,high,acc
188,low,med,3,more,big,med,vgood
188,vhigh,high,4,more,big,high,vgood
188,vhigh,med,2,4,med,high,vgood
188,low,med,5more,more,big,high,vgood
189,vhigh,high,5more,2,small,low,unacc
189,low,med,3,4,med,high,unacc
189,vhigh,high,5more,2,small,low,good
189,low,med,3,4,med,high,good
190,vhigh,high,5more,2,small,med,unacc
190,high,low,3,more,big,high,unacc
190,vhigh,high,5more,2,small,med,acc
190,high,low,3,more,big,high,acc
191,low,low,2,more,big,med,good
191,med,low,3,4,big,high,good
191,low,low,2,more,big,med,vgood
191,med,low,3,4,big,high,vgood
192,low,med,3,4,big,high,vgood
192,vhigh,high,5more,2,med,low,vgood
192,low,med,2,4,small,high,vgood
192,med,vhigh,5more,more,med,med,vgood
192,low,med,3,4,big,high,unacc
192,vhigh,high,5more,2,med,low,unacc
192,low,med,2,4,small,high,unacc
192,med,vhigh,5more,more,med,med,unacc
192,low,med,3,4,big,high,good
192,vhigh,high,5more,2,med,low,good
192,low,med,2,4,small,high,good
192,med,vhigh,5more,more,med,med,good
192,low,med,3,4,big,high,acc
192,vhigh,high,5more,2,med,low,acc
192,low,med,2,4,small,high,acc
192,med,vhigh,5more,more,med,med,acc
193,low,low,3,4,med,high,good
193,vhigh,high,5more,2,med,med,good
193,med,vhigh,4,4,big,high,good
193,med,low,2,4,big,high,good
193,low,low,3,4,med,high,unacc
193,vhigh,high,5more,2,med,med,unacc
193,med,vhigh,4,4,big,high,unacc
193,med,low,2,4,big,high,unacc
193,low,low,3,4,med,high,acc
193,vhigh,high,5more,2,med,med,acc
193,med,vhigh,4,4,big,high,acc
193,med,low,2,4,big,high,acc
193,low,low,3,4,med,high,vgood
193,vhigh,high,5more,2,med,med,vgood
193,med,vhigh,4,4,big,high,vgood
193,med,low,2,4,big,high,vgood
194,med,vhigh,4,4,small,high,acc
195,med,low,3,4,med,high,good
195,med,vhigh,2,more,big,high,good
195,med,low,3,4,med,high,acc
195,med,vhigh,2,more,big,high,acc
196,low,high,2,4,big,high,vgood
196,vhigh,high,5more,2,big,med,vgood
196,med,med,4,more,big,med,vgood
196,low,high,2,4,big,high,unacc
196,vhigh,high,5more,2,big,med,unacc
196,med,med,4,more,big,med,unacc
196,low,high,2,4,big,high,acc
196,vhigh,high,5more,2,big,med,acc
196,med,med,4,more,big,med,acc
197,vhigh,high,5more,2,big,high,unacc
198,vhigh,high,5more,4,small,low,unacc
198,low,high,3,4,med,med,unacc
198,med,low,2,more,med,high,unacc
198,low,high,3,more,big,high,unacc
198,vhigh,high,5more,4,small,low,acc
198,low,high,3,4,med,med,acc
198,med,low,2,more,med,high,acc
198,low,high,3,more,big,high,acc
198,vhigh,high,5more,4,small,low,good
198,low,high,3,4,med,med,good
198,med,low,2,more,med,high,good
198,low,high,3,more,big,high,good
198,vhigh,high,5more,4,small,low,vgood
198,low,high,3,4,med,med,vgood
198,med,low,2,more,med,high,vgood
198,low,high,3,more,big,high,vgood
199,med,low,3,more,big,med,good
199,low,high,3,more,big,high,good
199,vhigh,med,5more,4,med,med,good
199,vhigh,high,5more,4,small,med,good
199,med,low,3,more,big,med,vgood
199,low,high,3,more,big,high,vgood
199,vhigh,med,5more,4,med,med,vgood
199,vhigh,high,5more,4,small,med,vgood
199,med,low,3,more,big,med,acc
199,low,high,3,more,big,high,acc
199,vhigh,med,5more,4,med,med,acc
199,vhigh,high,5more,4,small,med,acc
199,med,low,3,more,big,med,unacc
199,low,high,3,more,big,high,unacc
199,vhigh,med,5more,4,med,med,unacc
199,vhigh,high,5more,4,small,med,unacc
200,med,low,3,4,big,med,good
200,med,med,3,more,small,high,good
200,low,high,5more,4,med,high,good
200,med,low,3,4,big,med,acc
200,med,med,3,more,small,high,acc
200,low,high,5more,4,med,high,acc
200,med,low,3,4,big,med,vgood
200,med,med,3,more,small,high,vgood
200,low,high,5more,4,med,high,vgood
201,med,med,3,more,big,high,vgood
201,low,med,5more,more,small,high,vgood
201,vhigh,high,5more,4,med,low,vgood
201,med,med,3,more,big,high,good
201,low,med,5more,more,small,high,good
201,vhigh,high,5more,4,med,low,good
201,med,med,3,more,big,high,unacc
201,low,med,5more,more,small,high,unacc
201,vhigh,high,5more,4,med,low,unacc
203,vhigh,high,5more,4,med,high,unacc
203,med,low,4,4,small,high,unacc
203,med,med,5more,4,med,med,unacc
203,vhigh,high,5more,4,med,high,good
203,med,low,4,4,small,high,good
203,med,med,5more,4,med,med,good
203,vhigh,high,5more,4,med,high,acc
203,med,low,4,4,small,high,acc
203,med,med,5more,4,med,med,acc
204,vhigh,high,5more,4,big,low,unacc
204,vhigh,med,3,4,small,high,unacc
204,low,med,5more,4,big,med,unacc
204,low,low,5more,4,med,high,unacc
204,vhigh,high,5more,4,big,low,acc
204,vhigh,med,3,4,small,high,acc
204,low,med,5more,4,big,med,acc
204,low,low,5more,4,med,high,acc
204,vhigh,high,5more,4,big,low,good
204,vhigh,med,3,4,small,high,good
204,low,med,5more,4,big,med,good
204,low,low,5more,4,med,high,good
204,vhigh,high,5more,4,big,low,vgood
204,vhigh,med,3,4,small,high,vgood
204,low,med,5more,4,big,med,vgood
204,low,low,5more,4,med,high,vgood
205,vhigh,high,5more,4,big,med,unacc
205,low,med,5more,more,med,med,unacc
205,med,med,5more,4,big,med,unacc
205,vhigh,high,5more,4,big,med,good
205,low,med,5more,more,med,med,good
205,med,med,5more,4,big,med,good
205,vhigh,high,5more,4,big,med,acc
205,low,med,5more,more,med,med,acc
205,med,med,5more,4,big,med,acc
206,med,high,4,more,big,high,acc
206,low,low,4,more,med,high,acc
206,low,med,3,4,small,high,acc
206,med,high,4,more,big,high,vgood
206,low,low,4,more,med,high,vgood
206,low,med,3,4,small,high,vgood
206,med,high,4,more,big,high,good
206,low,low,4,more,med,high,good
206,low,med,3,4,small,high,good
207,low,med,2,4,med,high,good
207,med,high,5more,4,big,high,good
207,low,low,4,more,med,high,good
207,vhigh,high,5more,more,small,low,good
207,low,med,2,4,med,high,acc
207,med,high,5more,4,big,high,acc
207,low,low,4,more,med,high,acc
207,vhigh,high,5more,more,small,low,acc
207,low,med,2,4,med,high,vgood
207,med,high,5more,4,big,high,vgood
207,low,low,4,more,med,high,vgood
207,vhigh,high,5more,more,small,low,vgood
207,low,med,2,4,med,high,unacc
207,med,high,5more,4,big,high,unacc
207,low,low,4,more,med,high,unacc
207,vhigh,high,5more,more,small,low,unacc
208,med,low,5more,more,big,med,good
208,med,low,2,more,big,high,good
208,vhigh,high,5more,more,small,med,good
208,high,low,4,more,small,high,good
208,med,low,5more,more,big,med,vgood
208,med,low,2,more,big,high,vgood
208,vhigh,high,5more,more,small,med,vgood
208,high,low,4,more,small,high,vgood
208,med,low,5more,more,big,med,unacc
208,med,low,2,more,big,high,unacc
208,vhigh,high,5more,more,small,med,unacc
208,high,low,4,more,small,high,unacc
208,med,low,5more,more,big,med,acc
208,med,low,2,more,big,high,acc
208,vhigh,high,5more,more,small,med,acc
208,high,low,4,more,small,high,acc
209,low,low,3,more,med,high,vgood
209,vhigh,high,5more,more,small,high,vgood
209,low,low,3,more,med,high,unacc
209,vhigh,high,5more,more,small,high,unacc
210,med,low,5more,more,small,high,good
210,vhigh,high,5more,more,med,low,good
210,vhigh,med,3,more,big,med,good
210,low,high,3,more,big,high,good
210,med,low,5more,more,small,high,unacc
210,vhigh,high,5more,more,med,low,unacc
210,vhigh,med,3,more,big,med,unacc
210,low,high,3,more,big,high,unacc
210,med,low,5more,more,small,high,acc
210,vhigh,high,5more,more,med,low,acc
210,vhigh,med,3,more,big,med,acc
210,low,high,3,more,big,high,acc
210,med,low,5more,more,small,high,vgood
210,vhigh,high,5more,more,med,low,vgood
210,vhigh,med,3,more,big,med,vgood
210,low,high,3,more,big,high,vgood
211,vhigh,high,5more,more,med,med,unacc
211,med,high,4,more,big,med,unacc
211,med,low,2,4,big,med,unacc
211,vhigh,high,5more,more,med,med,acc
211,med,high,4,more,big,med,acc
211,med,low,2,4,big,med,acc
211,vhigh,high,5more,more,med,med,good
211,med,high,4,more,big,med,good
211,med,low,2,4,big,med,good
212,med,low,3,more,small,high,good
212,vhigh,high,5more,more,med,high,good
212,med,low,3,more,small,high,unacc
212,vhigh,high,5more,more,med,high,unacc
213,med,vhigh,3,more,small,high,acc
213,low,low,4,more,med,high,acc
213,vhigh,high,5more,more,big,low,acc
213,med,vhigh,3,more,small,high,vgood
213,low,low,4,more,med,high,vgood
213,vhigh,high,5more,more,big,low,vgood
213,med,vhigh,3,more,small,high,unacc
213,low,low,4,more,med,high,unacc
213,vhigh,high,5more,more,big,low,unacc
214,vhigh,high,5more,more,big,med,unacc
214,low,med,5more,more,med,high,unacc
214,vhigh,high,5more,more,big,med,vgood
214,low,med,5more,more,med,high,vgood
215,low,high,4,more,big,high,vgood
215,low,med,3,4,med,high,vgood
215,vhigh,med,5more,4,med,med,vgood
215,low,high,4,more,big,high,good
215,low,med,3,4,med,high,good
215,vhigh,med,5more,4,med,med,good
215,low,high,4,more,big,high,acc
215,low,med,3,4,med,high,acc
215,vhigh,med,5more,4,med,med,acc
216,med,vhigh,5more,more,med,med,acc
216,low,low,3,4,med,high,acc
216,low,med,2,4,big,high,acc
216,vhigh,med,2,2,small,low,acc
216,med,vhigh,5more,more,med,med,good
216,low,low,3,4,med,high,good
216,low,med,2,4,big,high,good
216,vhigh,med,2,2,small,low,good
216,med,vhigh,5more,more,med,med,vgood
216,low,low,3,4,med,high,vgood
216,low,med,2,4,big,high,vgood
216,vhigh,med,2,2,small,low,vgood
216,med,vhigh,5more,more,med,med,unacc
216,low,low,3,4,med,high,unacc
216,low,med,2,4,big,high,unacc
216,vhigh,med,2,2,small,low,unacc
217,vhigh,med,2,2,small,med,unacc
217,low,vhigh,4,4,small,high,unacc
217,med,low,3,more,big,high,unacc
217,low,med,5more,more,big,med,unacc
217,vhigh,med,2,2,small,med,acc
217,low,vhigh,4,4,small,high,acc
217,med,low,3,more,big,high,acc
217,low,med,5more,more,big,med,acc
217,vhigh,med,2,2,small,med,vgood
217,low,vhigh,4,4,small,high,vgood
217,med,low,3,more,big,high,vgood
217,low,med,5more,more,big,med,vgood
217,vhigh,med,2,2,small,med,good
217,low,vhigh,4,4,small,high,good
217,med,low,3,more,big,high,good
217,low,med,5more,more,big,med,good
218,vhigh,med,3,4,med,high,acc
218,vhigh,med,2,2,small,high,acc
218,med,low,2,more,big,high,acc
218,vhigh,med,3,4,med,high,unacc
218,vhigh,med,2,2,small,high,unacc
218,med,low,2,more,big,high,unacc
218,vhigh,med,3,4,med,high,vgood
218,vhigh,med,2,2,small,high,vgood
218,med,low,2,more,big,high,vgood
219,vhigh,med,2,2,med,low,unacc
219,low,med,4,more,small,high,unacc
219,low,high,4,4,big,med,unacc
219,low,high,4,more,big,high,unacc
219,vhigh,med,2,2,med,low,good
219,low,med,4,more,small,high,good
219,low,high,4,4,big,med,good
219,low,high,4,more,big,high,good
219,vhigh,med,2,2,med,low,acc
219,low,med,4,more,small,high,acc
219,low,high,4,4,big,med,acc
219,low,high,4,more,big,high,acc
219,vhigh,med,2,2,med,low,vgood
219,low,med,4,more,small,high,vgood
219,low,high,4,4,big,med,vgood
219,low,high,4,more,big,high,vgood
220,vhigh,low,2,more,big,high,acc
220,low,high,5more,more,big,high,acc
220,low,med,3,more,big,med,acc
220,vhigh,low,2,more,big,high,vgood
220,low,high,5more,more,big,high,vgood
220,low,med,3,more,big,med,vgood
220,vhigh,low,2,more,big,high,good
220,low,high,5more,more,big,high,good
220,low,med,3,more,big,med,good
221,low,med,5more,more,med,med,good
221,low,med,3,more,med,high,good
221,vhigh,med,2,2,med,high,good
221,low,med,5more,more,med,med,vgood
221,low,med,3,more,med,high,vgood
221,vhigh,med,2,2,med,high,vgood
221,low,med,5more,more,med,med,unacc
221,low,med,3,more,med,high,unacc
221,vhigh,med,2,2,med,high,unacc
222,low,med,4,more,med,high,vgood
222,vhigh,med,2,2,big,low,vgood
222,low,low,2,more,big,med,vgood
222,low,med,4,more,med,high,unacc
222,vhigh,med,2,2,big,low,unacc
222,low,low,2,more,big,med,unacc
222,low,med,4,more,med,high,good
222,vhigh,med,2,2,big,low,good
222,low,low,2,more,big,med,good
223,vhigh,med,2,2,big,med,unacc
223,low,high,4,4,big,high,unacc
223,med,low,5more,4,small,high,unacc
223,med,med,2,more,big,med,unacc
223,vhigh,med,2,2,big,med,vgood
223,low,high,4,4,big,high,vgood
223,med,low,5more,4,small,high,vgood
223,med,med,2,more,big,med,vgood
223,vhigh,med,2,2,big,med,good
223,low,high,4,4,big,high,good
223,med,low,5more,4,small,high,good
223,med,med,2,more,big,med,good
223,vhigh,med,2,2,big,med,acc
223,low,high,4,4,big,high,acc
223,med,low,5more,4,small,high,acc
223,med,med,2,more,big,med,acc
224,low,low,3,4,med,high,good
224,vhigh,low,4,4,big,high,good
224,low,low,3,4,med,high,acc
224,vhigh,low,4,4,big,high,acc
225,med,low,2,4,med,high,good
225,low,high,5more,more,med,high,good
225,vhigh,med,2,4,small,low,good
225,low,high,3,more,small,med,good
225,med,low,2,4,med,high,vgood
225,low,high,5more,more,med,high,vgood
225,vhigh,med,2,4,small,low,vgood
225,low,high,3,more,small,med,vgood
225,med,low,2,4,med,high,unacc
225,low,high,5more,more,med,high,unacc
225,vhigh,med,2,4,small,low,unacc
225,low,high,3,more,small,med,unacc
225,med,low,2,4,med,high,acc
225,low,high,5more,more,med,high,acc
225,vhigh,med,2,4,small,low,acc
225,low,high,3,more,small,med,acc
226,low,med,5more,4,med,med,good
226,med,high,4,4,med,med,good
226,vhigh,med,2,4,small,med,good
226,low,med,5more,4,med,med,acc
226,med,high,4,4,med,med,acc
226,vhigh,med,2,4,small,med,acc
226,low,med,5more,4,med,med,unacc
226,med,high,4,4,med,med,unacc
226,vhigh,med,2,4,small,med,unacc
227,high,med,2,4,big,high,acc
227,low,low,5more,more,big,med,acc
227,high,med,2,4,big,high,good
227,low,low,5more,more,big,med,good
228,vhigh,med,2,4,med,low,unacc
228,low,low,2,more,med,med,unacc
228,low,low,3,more,big,med,unacc
228,vhigh,med,2,4,med,low,acc
228,low,low,2,more,med,med,acc
228,low,low,3,more,big,med,acc
228,vhigh,med,2,4,med,low,good
228,low,low,2,more,med,med,good
228,low,low,3,more,big,med,good
229,low,med,3,more,med,high,vgood
229,vhigh,med,2,4,med,med,vgood
229,low,med,5more,more,small,high,vgood
229,low,med,3,more,med,high,unacc
229,vhigh,med,2,4,med,med,unacc
229,low,med,5more,more,small,high,unacc
229,low,med,3,more,med,high,good
229,vhigh,med,2,4,med,med,good
229,low,med,5more,more,small,high,good
230,med,med,4,4,med,high,vgood
231,low,med,4,4,med,med,good
231,med,med,3,more,med,high,good
231,med,low,4,4,small,med,good
231,low,med,4,4,med,med,vgood
231,med,med,3,more,med,high,vgood
231,med,low,4,4,small,med,vgood
231,low,med,4,4,med,med,acc
231,med,med,3,more,med,high,acc
231,med,low,4,4,small,med,acc
232,low,low,5more,4,big,high,vgood
232,low,med,4,4,med,med,vgood
232,low,low,5more,4,big,high,good
232,low,med,4,4,med,med,good
233,med,med,2,more,med,med,acc
233,low,high,4,more,big,high,acc
233,med,med,2,more,med,med,vgood
233,low,high,4,more,big,high,vgood
234,vhigh,med,2,more,small,low,unacc
234,low,low,4,more,med,high,unacc
234,low,med,5more,more,med,med,unacc
234,vhigh,med,2,more,small,low,vgood
234,low,low,4,more,med,high,vgood
234,low,med,5more,more,med,med,vgood
234,vhigh,med,2,more,small,low,good
234,low,low,4,more,med,high,good
234,low,med,5more,more,med,med,good
235,vhigh,med,2,more,small,med,unacc
235,med,med,5more,more,med,med,unacc
235,vhigh,med,2,more,small,med,acc
235,med,med,5more,more,med,med,acc
236,low,med,5more,4,med,high,vgood
237,med,low,2,4,big,med,good
237,low,med,5more,more,big,high,good
237,low,vhigh,3,more,med,med,good
237,med,low,2,4,big,med,vgood
237,low,med,5more,more,big,high,vgood
237,low,vhigh,3,more,med,med,vgood
237,med,low,2,4,big,med,acc
237,low,med,5more,more,big,high,acc
237,low,vhigh,3,more,med,med,acc
238,vhigh,med,2,more,med,med,unacc
238,high,high,5more,4,med,high,unacc
238,vhigh,med,2,more,med,med,acc
